startPos_x,startPos_y,startPos_z,hitPos_z,hitPos_y,hitPos_z,rayDir_x,rayDir_y,rayDir_z,cross_x,cross_y,cross_z
-0.03301811,1.035509,-10.02985,4.767682,1.045232,4.767682,-0.3091203,0.003309993,0.9510172,0.03973234,-0.06212425,0.01313089
-0.03336864,1.035385,-10.03014,4.762467,1.040192,4.762467,-0.3139686,0.001667776,0.9494319,0.02010672,0.002810478,0.006644176
-0.03329698,1.035748,-10.03021,4.762639,1.046135,4.762639,-0.3139598,0.003574977,0.9494296,0.04302253,0.002677917,0.01421672
-0.03268154,1.035783,-10.03016,4.767028,1.048378,4.767028,-0.3098306,0.004315642,0.950782,0.05188498,-0.05282736,0.01714751
-0.03218,1.035622,-10.03043,4.770381,1.046444,4.770381,-0.3068932,0.003711594,0.9517367,0.04463507,-0.09225702,0.01475263
-0.03170632,1.035828,-10.03061,4.776625,1.048042,4.776625,-0.302156,0.004186635,0.9532493,0.05034979,-0.1555457,0.01664277
-0.03184393,1.035805,-10.03069,4.771819,1.05104,4.771819,-0.3059165,0.005221393,0.9520441,0.06278539,-0.1054134,0.02075271
-0.03180846,1.035477,-10.03052,4.768933,1.041736,4.768933,-0.3080049,0.002125665,0.9513824,0.02550344,-0.07774162,0.008430297
-0.03128633,1.03501,-10.03022,4.775606,1.028288,4.775606,-0.3027875,-0.00231236,0.9530553,-0.02782918,-0.1475978,-0.009199495
-0.03096662,1.034764,-10.0299,4.779659,1.02059,4.779659,-0.3001564,-0.004866236,0.9538776,-0.05854633,-0.1828237,-0.01935543
-0.0308492,1.034537,-10.0298,4.777788,1.016888,4.777788,-0.3016156,-0.006050454,0.9534104,-0.07276595,-0.1635342,-0.02405764
-0.03007864,1.034544,-10.02976,4.784004,1.018074,4.784004,-0.2974362,-0.005635304,0.9547251,-0.06775545,-0.2196112,-0.02240488
-0.02938316,1.034662,-10.02972,4.787998,1.021166,4.787998,-0.2949079,-0.004612873,0.9555146,-0.05545657,-0.2536912,-0.01834072
-0.02960867,1.034976,-10.02993,4.776157,1.034441,4.776157,-0.3024322,-0.0001679752,0.9531709,-0.001977099,-0.153677,-0.0006543971
-0.02939362,1.035076,-10.03005,4.777038,1.034884,4.777038,-0.3018106,-6.091502E-05,0.9533679,-0.0007191105,-0.1620717,-0.0002380065
-0.02871779,1.034945,-10.02997,4.789621,1.028887,4.789621,-0.2938186,-0.002077689,0.9558589,-0.02499958,-0.2686086,-0.008268404
-0.02862947,1.034894,-10.02979,4.790333,1.027025,4.790333,-0.2934428,-0.002689016,0.9559729,-0.03232887,-0.2736902,-0.01069343
-0.02854241,1.034842,-10.02955,4.78976,1.025206,4.78976,-0.2938201,-0.003293278,0.9558551,-0.03959343,-0.2688093,-0.01309676
-0.02836884,1.034864,-10.02938,4.790764,1.024758,4.790764,-0.2932636,-0.003452478,0.9560254,-0.041505,-0.2763481,-0.01372975
-0.02821286,1.035051,-10.02939,4.792627,1.026929,4.792627,-0.2921749,-0.002766808,0.9563609,-0.0332418,-0.2908888,-0.01099716
-0.02816677,1.035147,-10.02962,4.793825,1.030634,4.793825,-0.2914576,-0.001536099,0.9565825,-0.01845275,-0.3003774,-0.00610465
-0.02831196,1.0353,-10.02978,4.793186,1.034112,4.793186,-0.291779,-0.0004060906,0.9564857,-0.00488267,-0.2959795,-0.001615136
-0.02829695,1.035287,-10.02963,4.794032,1.031539,4.794032,-0.2913291,-0.001284068,0.9566221,-0.01544968,-0.3019786,-0.00511038
-0.02820072,1.035316,-10.02936,4.795126,1.031138,4.795126,-0.2907461,-0.001422788,0.9567992,-0.01709442,-0.3098297,-0.005655271
-0.02821408,1.035256,-10.02931,4.79452,1.029731,4.79452,-0.2910904,-0.00189668,0.9566936,-0.02283,-0.3052692,-0.007551628
-0.02856473,1.035331,-10.02957,4.785575,1.034153,4.785575,-0.2962213,-0.0003986033,0.9551193,-0.004779868,-0.236989,-0.001581334
-0.02867598,1.035439,-10.02958,4.78103,1.038591,4.78103,-0.2991338,0.001084045,0.9542106,0.0130478,-0.1982679,0.004315576
-0.02838841,1.035384,-10.02928,4.785978,1.032566,4.785978,-0.2959981,-0.0009732423,0.955188,-0.01172724,-0.2401481,-0.003878779
0.02387393,1.035119,-10.03567,-0.1444044,1.018382,-0.1444044,0.3911955,-0.008204645,0.920271,-0.06575139,0.5227826,0.03261093
0.02997719,1.036621,-10.04005,-0.2470536,1.053255,-0.2470536,0.4784856,0.008354068,0.8780556,0.06720583,-0.3520522,-0.03327347
0.03093306,1.036594,-10.04111,-0.2492454,1.055144,-0.2492454,0.4896421,0.009161712,0.8718754,0.07353716,-0.4673152,-0.03638763
0.02905381,1.035966,-10.03994,-0.244268,1.041881,-0.244268,0.4708322,0.002925644,0.8822179,0.02344018,-0.2733355,-0.01160338
0.02800111,1.035589,-10.03898,-0.2369874,1.033096,-0.2369874,0.4589864,-0.001252644,0.8884424,-0.0100634,-0.152339,0.00498416
0.02757087,1.035654,-10.03846,-0.2338792,1.031824,-0.2338792,0.454964,-0.00191965,0.8905078,-0.01541054,-0.11132,0.007633338
0.02719964,1.035646,-10.03851,-0.2292407,1.033231,-0.2292407,0.4494683,-0.001207568,0.8932955,-0.009687996,-0.0558486,0.004799091
0.02705745,1.035962,-10.03932,-0.2304349,1.040576,-0.2304349,0.4508378,0.002334662,0.8926029,0.01878176,-0.06979465,-0.009303777
0.02688548,1.036413,-10.03983,-0.2310623,1.049091,-0.2310623,0.4518489,0.006394506,0.8920715,0.05141221,-0.08009005,-0.02546703
0.02669281,1.036762,-10.03976,-0.2304489,1.053971,-0.2304489,0.4514213,0.008641783,0.8922691,0.06941456,-0.07570839,-0.03438532
0.02669856,1.036733,-10.03986,-0.2302364,1.055179,-0.2302364,0.4512608,0.009271134,0.8923439,0.07448585,-0.07415962,-0.03689721
0.02682762,1.036808,-10.0399,-0.2308502,1.056134,-0.2308502,0.4520342,0.009697,0.8919479,0.07788096,-0.08205652,-0.03857754
0.02703383,1.03678,-10.03984,-0.2319489,1.054843,-0.2319489,0.453238,0.009064065,0.8913435,0.072799,-0.09425449,-0.036059
0.02705716,1.036759,-10.03969,-0.2321184,1.05288,-0.2321184,0.4533075,0.008090982,0.8913175,0.06498383,-0.09487677,-0.03218831
0.02665642,1.037341,-10.03964,-0.2294756,1.064777,-0.2294756,0.4512397,0.01381852,0.8922958,0.1110803,-0.07407188,-0.05502689
0.02596796,1.037849,-10.04019,-0.2277227,1.073038,-0.2277227,0.450222,0.01765133,0.8927422,0.141788,-0.06382799,-0.07024363
0.02579238,1.037771,-10.04055,-0.2268409,1.071704,-0.2268409,0.4490511,0.01701095,0.8933442,0.1366266,-0.05203247,-0.06768634
0.02570756,1.038104,-10.04119,-0.2293526,1.078893,-0.2293526,0.4530114,0.02047772,0.8912696,0.1645698,-0.09226894,-0.08152699
0.02523996,1.038842,-10.04196,-0.2265746,1.090938,-0.2265746,0.4519184,0.02609073,0.8916777,0.2096379,-0.08181,-0.1038545
0.02544465,1.038408,-10.04211,-0.2272617,1.083004,-0.2272617,0.4511571,0.02229013,0.8921661,0.1789876,-0.07395077,-0.08866414
0.02600741,1.038361,-10.04219,-0.2314347,1.078831,-0.2314347,0.4554717,0.02029741,0.8900188,0.1631137,-0.11759,-0.08079258
0.02615422,1.038826,-10.0425,-0.2313717,1.085287,-0.2313717,0.4565609,0.02326653,0.8893879,0.1869489,-0.1290665,-0.09259249
0.0263026,1.038751,-10.04275,-0.2312849,1.085361,-0.2312849,0.4564423,0.02331325,0.8894476,0.1872794,-0.1280737,-0.09275019
0.02664058,1.03865,-10.0431,-0.2322857,1.084414,-0.2322857,0.4575537,0.02290065,0.8888871,0.1839949,-0.1396027,-0.09111459
0.02676265,1.038983,-10.04315,-0.230471,1.087884,-0.230471,0.4558575,0.02449041,0.8897158,0.1968085,-0.1227822,-0.09745765
0.02688216,1.039051,-10.04329,-0.2304917,1.090542,-0.2304917,0.4564579,0.02574426,0.8893725,0.206829,-0.1291103,-0.1024148
0.02693059,1.03904,-10.04358,-0.2310001,1.091825,-0.2310001,0.4574566,0.02640528,0.8888398,0.212186,-0.1393933,-0.1050641
0.0268381,1.039331,-10.04421,-0.2312541,1.097145,-0.2312541,0.4591827,0.02890132,0.8878716,0.2322759,-0.1572785,-0.1150071
0.02626913,1.039644,-10.04471,-0.2297715,1.103439,-0.2297715,0.4589702,0.03184784,0.8878807,0.2559423,-0.1553135,-0.1267326
0.02560345,1.039575,-10.04497,-0.2288768,1.1043,-0.2288768,0.4580617,0.03230182,0.8883333,0.25958,-0.1458349,-0.1285474
0.02512974,1.039669,-10.04507,-0.227592,1.106395,-0.227592,0.4570006,0.03329366,0.8888431,0.2675512,-0.1349783,-0.1325061
0.02503309,1.039693,-10.04507,-0.2277465,1.106966,-0.2277465,0.4573941,0.03355924,0.8886306,0.2696806,-0.138917,-0.1335633
0.02503064,1.039578,-10.04495,-0.2277149,1.102971,-0.2277149,0.4561207,0.03163565,0.8893554,0.2541957,-0.1257539,-0.1258953
0.0253079,1.039235,-10.04501,-0.229206,1.098641,-0.229206,0.4569027,0.02966816,0.8890218,0.2384034,-0.1335869,-0.1180667
0.0257514,1.039267,-10.04504,-0.2303631,1.099209,-0.2303631,0.4586017,0.02992911,0.8881378,0.2405084,-0.1510854,-0.1190983
0.02582463,1.039164,-10.04484,-0.2307461,1.096919,-0.2307461,0.4584832,0.02883892,0.888235,0.2317279,-0.1497226,-0.1147506
0.02580169,1.038986,-10.04465,-0.2302538,1.092749,-0.2302538,0.456738,0.02686399,0.8891956,0.2158488,-0.1317906,-0.1068898
0.0259693,1.038992,-10.04454,-0.2303936,1.093521,-0.2303936,0.4571306,0.02726914,0.8889814,0.2191481,-0.1358781,-0.108522
0.0260263,1.039048,-10.0444,-0.2303444,1.093744,-0.2303444,0.4570965,0.02733243,0.888997,0.2196173,-0.1355314,-0.1087539
0.02637995,1.038903,-10.04413,-0.2317512,1.090624,-0.2317512,0.4582184,0.02585597,0.8884635,0.2077566,-0.146821,-0.1028761
0.01873455,1.03864,-10.03987,4.780792,1.105709,4.780792,0.3656919,0.0223614,0.9304673,0.2690051,-0.6920433,-0.08909279
0.008786868,1.038853,-10.03736,4.926295,1.116438,4.926295,0.2544957,0.02557914,0.9667355,0.3077528,0.7985914,-0.1021469
0.008200945,1.038655,-10.03764,4.875017,1.103032,4.875017,0.2647565,0.0215079,0.9640754,0.2586752,0.6649234,-0.08587198
0.01066876,1.038589,-10.03798,4.789312,1.09626,4.789312,0.2989161,0.01967731,0.9540765,0.2367384,0.2120886,-0.07854533
0.01177492,1.038674,-10.03758,4.778101,1.098673,4.778101,0.3071761,0.02049347,0.951432,0.2465398,0.1014171,-0.08178148
0.01257856,1.038597,-10.03718,4.778747,1.095885,4.778747,0.3061287,0.01955337,0.9517893,0.2351751,0.1149316,-0.07800165
0.01333044,1.038353,-10.03737,4.773097,1.089696,4.773097,0.3096955,0.01756097,0.9506736,0.2112753,0.06695127,-0.07006268
0.01316332,1.038639,-10.03771,4.773393,1.099936,4.773393,0.3113723,0.02095377,0.950057,0.2521136,0.04436159,-0.08360629
0.012754,1.038815,-10.03802,4.772561,1.104392,4.772561,0.3131577,0.02239194,0.9494371,0.2693765,0.02064371,-0.08933673
0.01256916,1.038711,-10.03783,4.772344,1.100232,4.772344,0.3124233,0.02101974,0.9497104,0.2528791,0.03075743,-0.0838696
0.01314839,1.038493,-10.03751,4.768651,1.095997,4.768651,0.3151384,0.01964586,0.9488423,0.2363172,-0.005727768,-0.0783693
0.01346433,1.038173,-10.03721,4.768167,1.086734,4.768167,0.3137561,0.01660212,0.9493585,0.1996989,0.01279402,-0.06622279
0.01356664,1.038294,-10.03746,4.766801,1.08981,4.766801,0.3157582,0.01762904,0.9486759,0.2121132,-0.01415348,-0.07033694
0.01331877,1.03831,-10.03763,4.766505,1.090726,4.766505,0.3162667,0.01791133,0.9485012,0.2154448,-0.02082253,-0.07144435
0.01302824,1.038111,-10.03778,4.76599,1.086058,4.76599,0.3159141,0.01639853,0.9486461,0.1972749,-0.01581955,-0.06542217
0.01292414,1.0382,-10.03793,4.76628,1.087722,4.76628,0.3159232,0.01693712,0.9486336,0.2037628,-0.01593828,-0.06757448
0.01313291,1.038004,-10.03816,4.765599,1.084807,4.765599,0.3160935,0.01600139,0.9485931,0.192483,-0.01836538,-0.06383006
0.01375575,1.037875,-10.03846,4.763126,1.081175,4.763126,0.3181731,0.01480861,0.947917,0.1781455,-0.04662895,-0.05906698
0.01393441,1.037972,-10.03853,4.763013,1.082232,4.763013,0.3184914,0.01514146,0.9478048,0.1821665,-0.0510602,-0.06039782
0.01363042,1.037815,-10.03846,4.764021,1.079028,4.764021,0.3167619,0.01409655,0.9484003,0.1695776,-0.02763033,-0.05622756
0.01340339,1.037855,-10.03815,4.764857,1.079042,4.764857,0.3158657,0.01409739,0.9486992,0.1696093,-0.01540327,-0.05624186
0.0134665,1.037683,-10.03786,4.763978,1.0747,4.763978,0.3161395,0.01266156,0.9486282,0.1522989,-0.01895571,-0.05050207
0.01363057,1.037614,-10.03795,4.762879,1.073661,4.762879,0.3172076,0.01234116,0.9482758,0.1484766,-0.0333581,-0.04923276
0.01378529,1.037622,-10.03809,4.763272,1.07423,4.763272,0.3168365,0.0125273,0.9483975,0.1507025,-0.02856302,-0.04996876
0.01400467,1.037489,-10.03794,4.762853,1.070217,4.762853,0.316721,0.01119758,0.9484527,0.1346922,-0.02708054,-0.04465865
0.01410774,1.037411,-10.0378,4.761797,1.068042,4.761797,0.317636,0.01048835,0.9481547,0.1261813,-0.03932047,-0.04183635
0.01399155,1.037555,-10.03761,4.762783,1.069119,4.762783,0.3166512,0.01080484,0.9484805,0.1299779,-0.02603579,-0.04309665
0.0137157,1.037642,-10.03763,4.761963,1.071699,4.761963,0.3179674,0.01167142,0.9480298,0.1404449,-0.04346514,-0.04656987
0.01329187,1.037841,-10.03756,4.763339,1.075637,4.763339,0.3169942,0.01293729,0.9483392,0.1556407,-0.03018236,-0.05161309
0.01305883,1.03766,-10.03753,4.763023,1.071045,4.763023,0.3166871,0.01141656,0.9484614,0.1373076,-0.02581739,-0.04553567
0.01365606,1.037408,-10.0373,4.761908,1.063955,4.761908,0.3170379,0.009082966,0.9483694,0.1092436,-0.03079796,-0.03622496
0.01437783,1.037316,-10.03729,4.759682,1.060418,4.759682,0.3192481,0.00791594,0.9476381,0.09523989,-0.06084824,-0.03157691
0.01474111,1.037302,-10.03725,4.759682,1.060451,4.759682,0.3192259,0.007915469,0.9476456,0.09518815,-0.06081676,-0.0315573
0.01499746,1.036982,-10.03676,4.758722,1.051742,4.758722,0.3196756,0.005056421,0.9475136,0.06082619,-0.0668211,-0.02016517
0.01476249,1.037072,-10.03651,4.759256,1.054692,4.759256,0.3192496,0.00605442,0.9476513,0.07288255,-0.06090641,-0.02416392
0.01459073,1.037447,-10.03665,4.757189,1.064593,4.757189,0.3231724,0.009298571,0.9462944,0.1118737,-0.1134133,-0.03709197
0.01420821,1.037302,-10.03635,4.758124,1.061876,4.758124,0.3214817,0.008402294,0.9468785,0.1010391,-0.09037733,-0.03350255
0.01415091,1.037117,-10.0361,4.758639,1.05684,4.758639,0.3202634,0.006757922,0.9473044,0.08129873,-0.07391596,-0.02695806
0.01429473,1.037288,-10.03607,4.758277,1.059258,4.758277,0.3209665,0.007522885,0.9470607,0.09048877,-0.08344698,-0.03000452
0.01437295,1.037174,-10.03607,4.758736,1.056835,4.758736,0.3201163,0.00673017,0.9473543,0.08094592,-0.07211018,-0.0268398
0.01457572,1.036998,-10.03603,4.758064,1.0513,4.758064,0.3205324,0.004892734,0.9472249,0.05883678,-0.07777214,-0.01950812
-0.01214816,1.057712,-10.03807,4.92106,5.822919,4.92106,-0.01075952,0.2528243,0.9674523,-0.8280778,0.1388442,-0.04549362
-0.009852052,1.058897,-10.03819,4.867807,5.85244,4.867807,0.01716847,0.2660037,0.9638191,-0.6550593,-0.1989497,0.06657651
-0.01149087,1.058667,-10.0385,4.865485,5.848557,4.865485,-0.00406353,0.2650499,0.9642261,-0.6682379,0.05775137,-0.01869105
-0.01176105,1.058063,-10.03868,4.882339,5.841319,4.882339,-0.01287983,0.2615558,0.9651024,-0.7136526,0.1640371,-0.05398036
-0.01104232,1.057981,-10.03889,4.87728,5.842711,4.87728,-0.01036199,0.2624496,0.9648901,-0.7019951,0.1331901,-0.0437664
-0.01039336,1.058643,-10.03858,4.854177,5.858328,4.854177,-0.01057395,0.2691095,0.9630516,-0.6145611,0.1352212,-0.04453307
-0.009407494,1.058217,-10.03832,4.860334,5.851521,4.860334,-0.004719,0.2665816,0.9638008,-0.6480846,0.06402625,-0.02088246
-0.008304816,1.057978,-10.03838,4.867286,5.848499,4.867286,0.01120531,0.2651123,0.9641525,-0.6671176,-0.1284021,0.04305982
-0.007967599,1.058424,-10.0386,4.859534,5.857839,4.859534,0.01748268,0.2685311,0.9631124,-0.6217642,-0.204193,0.0682187
-0.007492479,1.058445,-10.03858,4.853261,5.860176,4.853261,0.01420551,0.2698082,0.9628093,-0.6052122,-0.1651334,0.0552048
-0.006869901,1.058062,-10.03861,4.858504,5.854079,4.858504,0.01025964,0.2675689,0.9634841,-0.6348832,-0.1181372,0.03956838
-0.005679466,1.058305,-10.03874,4.85427,5.858112,4.85427,0.01206024,0.269136,0.9630266,-0.6140962,-0.140721,0.04701762
-0.004988796,1.058696,-10.03911,4.850052,5.86423,4.850052,0.0162201,0.2712751,0.9623652,-0.585619,-0.1913078,0.06379682
-0.005552717,1.058924,-10.03969,4.844063,5.868862,4.844063,0.01569357,0.2731553,0.9618419,-0.5608234,-0.1845483,0.0615607
-0.006286874,1.059047,-10.04012,4.843704,5.869297,4.843704,0.01576216,0.2732757,0.9618066,-0.5591431,-0.1848142,0.06167408
-0.006234601,1.05906,-10.04008,4.849178,5.868466,4.849178,0.02011659,0.2725038,0.9619444,-0.5690012,-0.2372461,0.0791073
-0.005496338,1.059043,-10.03981,4.85603,5.869096,4.85603,0.02569385,0.2720685,0.9619348,-0.5742679,-0.304915,0.1015796
-0.005336598,1.058886,-10.0396,4.856882,5.863433,4.856882,0.02105018,0.2703045,0.9625447,-0.5980062,-0.2491595,0.08304762
-0.005323954,1.058655,-10.03967,4.858598,5.859489,4.858598,0.01827113,0.2690295,0.9629586,-0.6149311,-0.2157316,0.07193833
-0.005322244,1.058789,-10.03974,4.855115,5.862453,4.855115,0.01866249,0.2702103,0.9626204,-0.59936,-0.2204447,0.07349935
-0.005487778,1.058752,-10.03964,4.857248,5.860223,4.857248,0.01782865,0.2693386,0.9628805,-0.6109343,-0.2102823,0.07013254
