startPos_x,startPos_y,startPos_z,hitPos_z,hitPos_y,hitPos_z,rayDir_x,rayDir_y,rayDir_z,cross_x,cross_y,cross_z
0.5521519,1.171647,-9.879846,4.766417,6.154765,4.766417,-0.06778229,0.3366938,0.9391714,0.2513037,0.3920197,-0.1224022
0.5520145,1.171695,-9.880449,4.768616,6.156495,4.768616,-0.06973203,0.3368952,0.9389564,0.2546902,0.415461,-0.1301517
0.5520317,1.171752,-9.881332,4.769562,6.156123,4.769562,-0.07047729,0.33664,0.9389923,0.2517915,0.4243543,-0.1332376
0.5519499,1.174908,-9.882758,4.797634,6.135574,4.797634,-0.08553888,0.3262507,0.9414051,0.1194916,0.6027572,-0.1980324
0.3949977,1.148609,-9.732605,-5.15682,0.980907,-5.15682,-0.7715665,-0.1317713,0.6223515,-0.4985878,0.2351477,-0.5683411
0.3941804,1.15184,-9.735562,-5.189042,1.021386,-5.189042,-0.7865774,-0.1045727,0.6085725,-0.3960512,0.3537092,-0.4511157
0.3951393,1.153162,-9.734926,-5.184184,1.037148,-5.184184,-0.778179,-0.09438933,0.620909,-0.3575071,0.2677839,-0.4073521
0.395884,1.153277,-9.733164,-5.171073,1.038391,-5.171073,-0.7671476,-0.09399473,0.6345468,-0.3559121,0.1656759,-0.4057455
0.3958815,1.15366,-9.732267,-5.165645,1.042624,-5.165645,-0.7621153,-0.09109798,0.6410004,-0.3448357,0.118217,-0.3931904
0.3955931,1.154096,-9.731882,-5.163242,1.046792,-5.163242,-0.7595804,-0.08830602,0.6443909,-0.3342927,0.09389877,-0.3811821
0.3954672,1.154011,-9.731654,-5.158157,1.045188,-5.158157,-0.755996,-0.08949447,0.6484295,-0.3387385,0.0628252,-0.3862601
0.3956569,1.154132,-9.731669,-5.15599,1.046773,-5.15599,-0.7541283,-0.08838121,0.6507528,-0.3345399,0.04563761,-0.3814852
0.396413,1.154096,-9.73165,-5.152162,1.045339,-5.152162,-0.7516159,-0.08950128,0.6535007,-0.3387972,0.0238595,-0.3863958
0.3971277,1.154683,-9.731649,-5.15126,1.047799,-5.15126,-0.7506618,-0.08798042,0.6548024,-0.3329969,0.01425314,-0.3798307
0.3975717,1.15478,-9.731565,-5.150941,1.047712,-5.150941,-0.750515,-0.08817073,0.6549453,-0.3337532,0.0127964,-0.3807318
0.3980752,1.154811,-9.73156,-5.149792,1.047207,-5.149792,-0.7498062,-0.08856851,0.6557029,-0.3352446,0.006575346,-0.3824691
0.3993303,1.154874,-9.731647,-5.148897,1.048571,-5.148897,-0.7490074,-0.08750366,0.656758,-0.3311919,-0.001611471,-0.3779264
0.4002057,1.155513,-9.73161,-5.149412,1.056843,-5.149412,-0.7482128,-0.08153111,0.6584302,-0.3086244,-0.012326,-0.3522342
0.4004174,1.155756,-9.731835,-5.147466,1.06094,-5.147466,-0.7462482,-0.07850778,0.6610221,-0.2972332,-0.03093719,-0.33923
0.4003603,1.155465,-9.732769,-5.147379,1.061854,-5.147379,-0.7459276,-0.07752648,0.6614997,-0.2935657,-0.03362727,-0.3349748
0.400019,1.155365,-9.73327,-5.147652,1.059594,-5.147652,-0.7463647,-0.07921428,0.6608063,-0.2999605,-0.02849698,-0.3422142
0.3990291,1.155578,-9.732881,-5.146798,1.061731,-5.146798,-0.7454338,-0.07769155,0.6620367,-0.2941697,-0.037045,-0.3355737
0.3982157,1.155397,-9.732288,-5.144842,1.06134,-5.144842,-0.7440708,-0.07787247,0.663547,-0.2948242,-0.04864979,-0.3363116
0.397545,1.155361,-9.731761,-5.145288,1.062174,-5.145288,-0.7442525,-0.07718187,0.6634239,-0.29217,-0.04738832,-0.3332798
0.3969591,1.155059,-9.731117,-5.144156,1.060343,-5.144156,-0.7436919,-0.07843705,0.6639052,-0.2969054,-0.0516603,-0.3386902
0.3966695,1.15507,-9.7306,-5.143564,1.061142,-5.143564,-0.7431687,-0.07775663,0.6645708,-0.2942506,-0.05666804,-0.3356816
0.3963604,1.155412,-9.730737,-5.147708,1.067844,-5.147708,-0.7451876,-0.07270838,0.6628792,-0.2751774,-0.04147887,-0.3138952
0.3962473,1.154713,-9.73105,-5.148322,1.064418,-5.148322,-0.7459638,-0.0749117,0.66176,-0.2835464,-0.033463,-0.3234135
0.3962001,1.15484,-9.731308,-5.147635,1.062293,-5.147635,-0.7457533,-0.07665706,0.6617974,-0.2901238,-0.03424215,-0.3308954
0.3959478,1.154835,-9.731172,-5.147475,1.062172,-5.147475,-0.7456554,-0.07678267,0.6618931,-0.2906155,-0.03497386,-0.3314498
0.3960205,1.15468,-9.73083,-5.144362,1.059363,-5.144362,-0.7438704,-0.07889687,0.6636505,-0.2986009,-0.04955721,-0.3405864
0.3961107,1.154536,-9.730752,-5.144102,1.057296,-5.144102,-0.7439896,-0.08044116,0.6633315,-0.3044528,-0.04782391,-0.3472723
0.3965832,1.154738,-9.730663,-5.143255,1.058005,-5.143255,-0.7433506,-0.07999036,0.664102,-0.3027079,-0.05387187,-0.3453195
0.397174,1.154987,-9.730619,-5.140504,1.059458,-5.140504,-0.741301,-0.07901388,0.6665056,-0.2990123,-0.07234693,-0.3411443
0.3972211,1.155052,-9.730989,-5.140419,1.059331,-5.140419,-0.7412493,-0.07918591,0.6665426,-0.2997061,-0.07250929,-0.3419116
0.3970945,1.154927,-9.7314,-5.140448,1.058411,-5.140448,-0.741346,-0.0798284,0.6663585,-0.3021737,-0.07103658,-0.3446884
0.3969866,1.155127,-9.731595,-5.13976,1.061575,-5.13976,-0.7404065,-0.07742166,0.6676856,-0.293044,-0.08014941,-0.3342546
0.3969339,1.15534,-9.731768,-5.138238,1.06273,-5.138238,-0.7392086,-0.07666428,0.6690988,-0.2901945,-0.09065461,-0.3309889
0.3967711,1.155123,-9.731878,-5.136509,1.061747,-5.136509,-0.7381169,-0.07729775,0.6702303,-0.2926279,-0.09952021,-0.3337454
0.3968033,1.155152,-9.732044,-5.136125,1.061939,-5.136125,-0.7378116,-0.07712505,0.6705861,-0.2919528,-0.1021314,-0.332967
0.4299769,1.165983,-9.712719,-0.1693041,1.27238,-0.1693041,-0.4660029,0.05280549,0.8832061,0.4099745,-0.2157078,0.2292102
0.4259182,1.163828,-9.711959,-0.221907,1.229645,-0.221907,-0.4987024,0.03307745,0.8661419,0.2569,0.1150093,0.1435243
0.4248171,1.163975,-9.711652,-0.2293058,1.231792,-0.2293058,-0.5083978,0.03411586,0.8604463,0.2651449,0.215694,0.1481097
0.4255971,1.165017,-9.711305,-0.2221973,1.250638,-0.2221973,-0.5055467,0.04293861,0.8617302,0.3336667,0.187294,0.1864179
0.4261279,1.165399,-9.710726,-0.2151932,1.261393,-0.2151932,-0.5011641,0.04802778,0.8640184,0.3731083,0.142714,0.2084843
0.4257,1.165126,-9.71008,-0.215071,1.258679,-0.215071,-0.5000153,0.04683542,0.8647492,0.3638027,0.1306548,0.2032816
0.4249165,1.165032,-9.709825,-0.2178858,1.257903,-0.2178858,-0.5030398,0.04647619,0.8630127,0.3610007,0.1621251,0.201692
0.4244176,1.164683,-9.709655,-0.2211633,1.252536,-0.2211633,-0.505053,0.04399873,0.8619661,0.3417557,0.1825814,0.1909256
0.4244803,1.164639,-9.709637,-0.2215176,1.251843,-0.2215176,-0.5052602,0.0436886,0.8618605,0.3393651,0.184598,0.1895932
0.4249003,1.164864,-9.709993,-0.2206988,1.255041,-0.2206988,-0.5054875,0.04515918,0.8616514,0.3508272,0.1871266,0.1960053
0.4255831,1.164878,-9.710087,-0.2198157,1.255767,-0.2198157,-0.5046591,0.04548184,0.8621198,0.3532785,0.178225,0.1973962
0.4261266,1.164497,-9.709638,-0.2188689,1.253033,-0.2188689,-0.5025727,0.04434611,0.8633968,0.3444368,0.1559191,0.1924841
0.4264172,1.164625,-9.709541,-0.2174487,1.253295,-0.2174487,-0.5009891,0.04445565,0.8643111,0.3453395,0.1394095,0.193002
0.4263802,1.16485,-9.709552,-0.2150836,1.256552,-0.2150836,-0.4993883,0.04593246,0.8651598,0.3567679,0.1233211,0.1993866
0.4257071,1.164542,-9.709268,-0.2180154,1.251852,-0.2180154,-0.5010704,0.0437554,0.8642997,0.339832,0.1404719,0.1899033
0.4253094,1.164478,-9.709364,-0.2202604,1.250133,-0.2202604,-0.5031391,0.04295771,0.8631371,0.3336984,0.1619,0.1864615
0.4256388,1.1649,-9.709711,-0.2193485,1.255553,-0.2193485,-0.5040209,0.04540697,0.8624971,0.3527407,0.1714392,0.1971069
0.4260179,1.164949,-9.709821,-0.219116,1.255162,-0.219116,-0.5035365,0.04516292,0.8627928,0.3507935,0.1661763,0.1960289
0.4256384,1.164592,-9.709868,-0.2232751,1.247978,-0.2232751,-0.5060661,0.04178333,0.861482,0.3245462,0.1917958,0.1813479
0.4255493,1.1647,-9.710047,-0.2224247,1.249404,-0.2224247,-0.5054898,0.04246151,0.8617871,0.3298625,0.1861291,0.1843133
0.425549,1.164967,-9.710345,-0.2208507,1.253107,-0.2208507,-0.5048454,0.04415775,0.8620796,0.3430508,0.1799736,0.1916765
0.4253978,1.165148,-9.710404,-0.2192935,1.256842,-0.2192935,-0.5043302,0.04589776,0.8622903,0.3565541,0.1751862,0.199214
0.4251473,1.164839,-9.710078,-0.2207758,1.251949,-0.2207758,-0.5042748,0.04362529,0.8624406,0.3388462,0.1741447,0.1893168
0.424937,1.164757,-9.710001,-0.2227424,1.250114,-0.2227424,-0.5061183,0.04276571,0.8614031,0.3322029,0.1930814,0.1856003
0.4250352,1.164839,-9.709981,-0.2225927,1.252693,-0.2225927,-0.5069889,0.04398096,0.8608298,0.3416374,0.2022562,0.190875
0.4252529,1.164822,-9.709799,-0.2221588,1.252751,-0.2221588,-0.5064598,0.04402516,0.8611389,0.3419756,0.1965809,0.1910753
0.4254556,1.164657,-9.709438,-0.222091,1.251283,-0.222091,-0.5058463,0.0433927,0.8615316,0.3370504,0.1898255,0.1883374
0.4255203,1.164728,-9.709285,-0.2206284,1.25329,-0.2206284,-0.5047684,0.0443603,0.8621143,0.3445696,0.1788177,0.1925446
0.4249695,1.164527,-9.709361,-0.2226878,1.250994,-0.2226878,-0.5065218,0.04329158,0.8611397,0.3362324,0.1970763,0.1878641
0.4244189,1.164399,-9.709406,-0.2228421,1.249899,-0.2228421,-0.5062987,0.04283818,0.8612935,0.332746,0.1950746,0.1858974
0.4241476,1.164351,-9.70929,-0.2225249,1.249451,-0.2225249,-0.5057022,0.04265193,0.8616531,0.3313023,0.1890202,0.185084
0.424065,1.164475,-9.709375,-0.2222338,1.249107,-0.2222338,-0.5051295,0.04243263,0.8619999,0.3296111,0.1831589,0.184135
0.4240189,1.164472,-9.70977,-0.223007,1.249797,-0.223007,-0.5064012,0.04275072,0.8612376,0.3320805,0.1965361,0.185505
0.4242631,1.164623,-9.709992,-0.2228031,1.251984,-0.2228031,-0.5070122,0.04374969,0.8608278,0.3398584,0.2029834,0.1898544
0.424905,1.164616,-9.709875,-0.2214352,1.252091,-0.2214352,-0.5052745,0.04380821,0.861846,0.3402818,0.1845751,0.1901149
0.4253716,1.164718,-9.709763,-0.2198017,1.251696,-0.2198017,-0.5030783,0.04361274,0.8631397,0.338809,0.1615338,0.1893118
0.4252759,1.164919,-9.709964,-0.2199624,1.253444,-0.2199624,-0.5038677,0.04435562,0.8626412,0.344569,0.1699772,0.1925224
0.4251513,1.164831,-9.709902,-0.2206183,1.251482,-0.2206183,-0.5039159,0.04341822,0.8626608,0.3372573,0.1703262,0.1884333
