startPos_x,startPos_y,startPos_z,hitPos_z,hitPos_y,hitPos_z,rayDir_x,rayDir_y,rayDir_z,cross_x,cross_y,cross_z
0.5911241,1.133807,-9.839648,-5.139477,1.135503,-5.139477,0.6312619,0.001594079,0.7755681,0.006177456,0.2914388,-0.005627061
0.5924456,1.133953,-9.840627,-5.138356,1.136774,-5.138356,0.6300933,0.002660741,0.7765149,0.01032118,0.2979879,-0.009396059
0.5937725,1.133956,-9.842443,-5.141545,1.136809,-5.141545,0.6324525,0.002661075,0.7745945,0.01029885,0.2803395,-0.009372045
0.5947168,1.133829,-9.844101,-5.143974,1.137856,-5.143974,0.6342661,0.003756293,0.7731057,0.01454157,0.2666402,-0.01322562
0.5950342,1.133919,-9.844479,-5.143117,1.13913,-5.143117,0.6334777,0.004896576,0.7737454,0.0189884,0.2715621,-0.01726466
0.5953155,1.133903,-9.844237,-5.142196,1.138746,-5.142196,0.6326813,0.004510039,0.7743992,0.01745588,0.276901,-0.01587404
0.5956061,1.133881,-9.84401,-5.142345,1.137357,-5.142345,0.6327844,0.003273156,0.7743211,0.01269763,0.2761607,-0.01154402
0.5954984,1.133818,-9.843766,-5.140357,1.135516,-5.140357,0.6311292,0.001564528,0.7756761,0.006041874,0.2875397,-0.005495936
0.5950016,1.133733,-9.84372,-5.136709,1.134674,-5.136709,0.6281463,0.0008656364,0.7780948,0.003342529,0.3079534,-0.003040983
0.5947632,1.133781,-9.84426,-5.135891,1.134636,-5.135891,0.6274487,0.0008148812,0.7786574,0.003171405,0.3125162,-0.0028826
0.5946051,1.133792,-9.844749,-5.13465,1.134895,-5.13465,0.6264032,0.001013044,0.7794986,0.003911254,0.3193865,-0.003558152
0.5945979,1.133922,-9.844903,-5.134177,1.134749,-5.134177,0.6260027,0.0007757936,0.7798206,0.00300986,0.3220007,-0.00273651
0.5945574,1.133891,-9.844589,-5.133005,1.13346,-5.133005,0.6250797,-0.0004250789,0.7805609,-0.001666698,0.3283696,0.00151353
0.59466,1.133568,-9.844103,-5.133202,1.130489,-5.133202,0.6252829,-0.002899787,0.7803928,-0.01125718,0.3271687,0.01023541
0.5945259,1.133538,-9.843763,-5.133193,1.130393,-5.133193,0.6253214,-0.002941959,0.7803618,-0.01140464,0.3271642,0.0103722
0.5943837,1.133395,-9.843714,-5.132668,1.129218,-5.132668,0.6249238,-0.003902956,0.7806761,-0.01512642,0.3299263,0.01375801
0.5943109,1.133296,-9.843719,-5.13234,1.128837,-5.13234,0.6246682,-0.004166079,0.7808791,-0.01614565,0.3316751,0.01468531
0.5946366,1.13313,-9.843584,-5.132526,1.127057,-5.132526,0.6248124,-0.005683896,0.7807543,-0.02203574,0.3305404,0.02004082
0.5366767,1.134872,-9.825212,-0.1902561,1.092411,-0.1902561,0.02768151,-0.02395155,0.9993298,-0.1883394,-0.6466343,-0.01028127
0.5292296,1.134186,-9.825787,-0.2407391,1.076314,-0.2407391,-0.04132817,-0.03353998,0.9985825,-0.2636925,-0.09791812,-0.01420223
0.5244179,1.133433,-9.82721,-0.2366881,1.06805,-0.2366881,-0.08731961,-0.03771077,0.9954663,-0.2965793,0.268854,-0.01583026
0.5254506,1.132189,-9.82876,-0.2290827,1.059311,-0.2290827,-0.09935864,-0.04178631,0.9941739,-0.3286816,0.3633463,-0.01757687
0.5293148,1.131466,-9.830317,-0.2328178,1.064162,-0.2328178,-0.09591499,-0.03866099,0.9946384,-0.3041057,0.3331184,-0.01637741
0.5323558,1.130565,-9.83299,-0.2205753,1.055293,-0.2205753,-0.1119339,-0.04283268,0.9927921,-0.3369962,0.4577007,-0.01824827
0.5359024,1.130854,-9.835596,-0.2153179,1.063091,-0.2153179,-0.1215611,-0.03831785,0.9918441,-0.3014181,0.5312755,-0.01641728
0.5403526,1.13198,-9.836391,-0.2269311,1.074909,-0.2269311,-0.1119521,-0.03250134,0.9931819,-0.2556387,0.4516284,-0.01403646
0.5435802,1.13277,-9.835507,-0.2328919,1.081453,-0.2328919,-0.1053465,-0.0293733,0.9940017,-0.2310517,0.3966535,-0.01276605
0.5463246,1.132875,-9.833924,-0.238994,1.079359,-0.238994,-0.09180657,-0.03085891,0.9952986,-0.2428255,0.2872502,-0.01349218
0.5484732,1.132481,-9.832709,-0.2412004,1.073371,-0.2412004,-0.07991073,-0.03414826,0.996217,-0.2686468,0.1914726,-0.014986
0.5486321,1.131978,-9.832686,-0.2395665,1.066347,-0.2395665,-0.07954872,-0.03787627,0.9961112,-0.297976,0.1885431,-0.01662695
0.5488367,1.132223,-9.833828,-0.2401233,1.068169,-0.2401233,-0.07909576,-0.0369239,0.996183,-0.2904282,0.1848578,-0.01620783
0.5487548,1.13301,-9.834989,-0.241433,1.077357,-0.241433,-0.08274441,-0.03205904,0.996055,-0.252127,0.2137601,-0.01406464
0.5486705,1.133363,-9.835412,-0.2427497,1.083421,-0.2427497,-0.08237431,-0.02884886,0.9961838,-0.226986,0.210887,-0.01266229
0.5486279,1.133406,-9.835478,-0.2433193,1.084326,-0.2433193,-0.08065194,-0.02835953,0.9963388,-0.2231289,0.197305,-0.01244587
0.5483377,1.133649,-9.835449,-0.2435041,1.087931,-0.2435041,-0.08269823,-0.02642183,0.9962243,-0.2078908,0.2136856,-0.01158999
0.5481355,1.133431,-9.835145,-0.2422547,1.083492,-0.2422547,-0.08425935,-0.02885032,0.9960261,-0.2270171,0.2261968,-0.01265275
0.5485094,1.133224,-9.835165,-0.2424139,1.081949,-0.2424139,-0.08255833,-0.0296261,0.9961458,-0.2331184,0.2124636,-0.0130015
0.5487825,1.133456,-9.83539,-0.2432092,1.084978,-0.2432092,-0.08172524,-0.02800258,0.9962614,-0.2203094,0.2056551,-0.01229192
0.5488529,1.133448,-9.835348,-0.2431566,1.084686,-0.2431566,-0.08166645,-0.02819003,0.9962609,-0.2218244,0.205134,-0.01237917
0.549014,1.133261,-9.835124,-0.2427332,1.081732,-0.2427332,-0.08100621,-0.02977861,0.9962686,-0.2343109,0.1997928,-0.01307989
0.54901,1.133102,-9.834941,-0.2421082,1.078803,-0.2421082,-0.08105641,-0.03137109,0.9962157,-0.2468436,0.2002019,-0.01377985
0.5487466,1.133096,-9.835006,-0.2419537,1.079996,-0.2419537,-0.08287493,-0.03065262,0.9960884,-0.2411593,0.21478,-0.01345512
0.5487025,1.133173,-9.835157,-0.2420302,1.080211,-0.2420302,-0.08264504,-0.03059275,0.9961094,-0.2407244,0.2130074,-0.01343045
0.5486726,1.133112,-9.835113,-0.2417196,1.07951,-0.2417196,-0.08332482,-0.03095126,0.9960417,-0.2435383,0.2184065,-0.01358661
0.5487249,1.133063,-9.835146,-0.2414228,1.07773,-0.2414228,-0.08294704,-0.03193943,0.996042,-0.2513039,0.2153944,-0.01402084
0.5485437,1.133162,-9.835209,-0.2413346,1.079165,-0.2413346,-0.08446665,-0.0311571,0.9959391,-0.2451399,0.2275448,-0.01367203
0.5484999,1.133125,-9.835111,-0.2412642,1.078382,-0.2412642,-0.08405851,-0.03160204,0.9959596,-0.2486636,0.2243527,-0.01386832
0.5484103,1.132851,-9.835007,-0.2404088,1.07469,-0.2404088,-0.08420084,-0.03355962,0.9958835,-0.2640704,0.2255704,-0.01472551
0.5480191,1.132729,-9.834852,-0.2401708,1.073389,-0.2401708,-0.08396143,-0.03423101,0.9958809,-0.2693397,0.2239892,-0.01500859
0.5475301,1.132632,-9.834891,-0.2395261,1.071843,-0.2395261,-0.08493478,-0.03504188,0.9957702,-0.275708,0.2320881,-0.01534932
0.5472465,1.132692,-9.835124,-0.2395669,1.07287,-0.2395669,-0.08562946,-0.03448114,0.9957302,-0.2712992,0.2378131,-0.01509559
0.5471248,1.132589,-9.835371,-0.2393421,1.071583,-0.2393421,-0.08535466,-0.03515046,0.9957304,-0.2765591,0.235765,-0.01538405
0.5471305,1.132736,-9.835576,-0.2397491,1.074018,-0.2397491,-0.08593895,-0.03384658,0.9957253,-0.2663181,0.240374,-0.01481459
0.5471706,1.132738,-9.835813,-0.2396944,1.07346,-0.2396944,-0.08564325,-0.03417028,0.9957398,-0.268876,0.2380249,-0.01495776
0.5472127,1.13273,-9.836047,-0.2396773,1.073588,-0.2396773,-0.08584261,-0.0340793,0.9957257,-0.268148,0.2395827,-0.01491747
0.5472623,1.132817,-9.836062,-0.239741,1.074053,-0.239741,-0.08593208,-0.03387368,0.995725,-0.2665497,0.2402483,-0.01483048
0.5473958,1.132646,-9.835918,4.808993,1.034486,4.808993,-0.08517378,-0.03520748,0.9957439,-0.4178686,0.5748528,-0.01541795
0.5473577,1.13277,-9.835892,4.806102,1.036523,4.806102,-0.08422066,-0.03455788,0.9958477,-0.4101484,0.5635234,-0.01513163
0.5471677,1.132813,-9.835988,4.809316,1.03743,4.809316,-0.08606351,-0.03420177,0.9957024,-0.4059214,0.5856172,-0.01497021
0.5473813,1.132872,-9.836116,4.806317,1.039801,4.806317,-0.08517178,-0.03342445,0.9958055,-0.3967345,0.5748264,-0.01463873
0.5477132,1.132484,-9.835928,4.804687,1.031935,4.804687,-0.08223628,-0.03613184,0.9959577,-0.4288502,0.5396419,-0.0158328
0.548353,1.132272,-9.835382,4.796206,1.026015,4.796206,-0.07499879,-0.03833324,0.9964465,-0.4549959,0.452985,-0.01681953
0.5492707,1.132128,-9.834955,4.784551,1.022823,4.784551,-0.06310376,-0.03962041,0.9972202,-0.4702298,0.3107179,-0.01741089
0.5498662,1.131989,-9.834932,4.780209,1.021234,4.780209,-0.05585641,-0.04022399,0.9976282,-0.4773867,0.2240511,-0.01769485
0.5495541,1.131918,-9.835104,4.782396,1.020039,4.782396,-0.05847472,-0.04059275,0.9974632,-0.4817695,0.2554547,-0.017847
0.5493137,1.13185,-9.835192,4.784201,1.01842,4.784201,-0.05988915,-0.04112203,0.9973577,-0.4880491,0.272484,-0.0180715
0.5491696,1.131923,-9.835118,4.783828,1.019575,4.783828,-0.06017157,-0.04072988,0.9973567,-0.4833766,0.2759479,-0.01789351
0.5488113,1.131688,-9.834951,4.789409,1.013159,4.789409,-0.06284188,-0.04289097,0.9971014,-0.5090674,0.3080285,-0.0188337
0.5487623,1.131537,-9.834829,4.791892,1.010454,4.791892,-0.06398275,-0.04375755,0.9969912,-0.5193109,0.3216496,-0.01921014
0.5490603,1.13158,-9.834882,4.790845,1.010501,4.790845,-0.06284372,-0.0437713,0.997063,-0.5194629,0.307865,-0.01922579
0.5493814,1.131616,-9.834964,4.79055,1.011006,4.79055,-0.06283483,-0.04361079,0.9970707,-0.5175734,0.3075043,-0.01916728
0.5497196,1.13159,-9.835004,4.791049,1.008431,4.791049,-0.06165489,-0.04452457,0.9971039,-0.5284166,0.2932186,-0.01958074
0.5497639,1.131652,-9.8352,4.790437,1.010245,4.790437,-0.06219101,-0.04389478,0.9970986,-0.5209336,0.2995577,-0.01930438
0.5496801,1.131725,-9.835274,4.789876,1.010774,4.789876,-0.06180223,-0.04375182,0.997129,-0.5192735,0.2950011,-0.01924066
0.549378,1.131586,-9.835141,4.792182,1.007792,4.792182,-0.06251192,-0.04473551,0.9970411,-0.5309328,0.3036961,-0.01966181
0.5491558,1.131599,-9.835297,4.791744,1.008087,4.791744,-0.06219617,-0.04463651,0.9970653,-0.5297499,0.3001237,-0.0196095
0.548888,1.131739,-9.835723,4.791266,1.010336,4.791266,-0.06309791,-0.04387495,0.9970425,-0.5207145,0.3110709,-0.01926475
0.548885,1.131931,-9.836233,4.789644,1.013998,4.789644,-0.06355696,-0.04264176,0.9970668,-0.5060859,0.3165367,-0.01872252
0.5491291,1.132121,-9.836687,4.787148,1.017883,4.787148,-0.06308186,-0.04134643,0.9971515,-0.4907309,0.3106889,-0.01816208
0.5493805,1.132235,-9.836811,4.785397,1.022254,4.785397,-0.06368698,-0.03984322,0.9971743,-0.472926,0.3176672,-0.01751183
0.5495443,1.132163,-9.836588,4.78748,1.017795,4.78748,-0.0633908,-0.04139858,0.9971297,-0.4913754,0.3140289,-0.01820057
0.5496071,1.132196,-9.836561,4.785525,1.021028,4.785525,-0.0631422,-0.04026446,0.997192,-0.4778947,0.3109992,-0.01770282
0.5494698,1.132295,-9.836475,4.784695,1.022731,4.784695,-0.06313174,-0.03970362,0.9972152,-0.4712545,0.3109706,-0.01745306
0.5491679,1.132027,-9.836312,4.787798,1.018524,4.787798,-0.06424787,-0.0410847,0.9970879,-0.4876542,0.3245055,-0.0180511
0.5490175,1.132081,-9.836257,4.787301,1.018713,4.787301,-0.06378707,-0.04103374,0.9971195,-0.487018,0.3191403,-0.01802184
0.5486726,1.13201,-9.836181,4.78875,1.018006,4.78875,-0.06495707,-0.04124514,0.9970353,-0.4895418,0.3333346,-0.01810445
0.5486616,1.131985,-9.836064,4.788558,1.018065,4.788558,-0.06480281,-0.04121766,0.9970465,-0.4892088,0.3315016,-0.01809182
0.5489558,1.131963,-9.836018,4.787838,1.017924,4.787838,-0.06397176,-0.04126998,0.997098,-0.4898186,0.3213783,-0.01812388
0.5493205,1.131972,-9.835984,4.787038,1.018383,4.787038,-0.06336006,-0.0411251,0.997143,-0.4881081,0.3138065,-0.01807286
0.5494444,1.132046,-9.835982,4.784595,1.022522,4.784595,-0.06305317,-0.03968503,0.9972208,-0.4709986,0.3100312,-0.01744283
0.5493579,1.132157,-9.836094,4.782996,1.025697,4.782996,-0.0629913,-0.0386036,0.9972672,-0.4581805,0.309351,-0.01696569
0.5492529,1.132029,-9.835973,4.783222,1.023673,4.783222,-0.06206513,-0.03929844,0.9972981,-0.4664487,0.2984223,-0.01726933
0.549085,1.131811,-9.835737,4.786428,1.017979,4.786428,-0.06246214,-0.04122772,0.9971954,-0.4893253,0.3033016,-0.01811067
0.5489144,1.131818,-9.835631,4.786108,1.017982,4.786108,-0.06207219,-0.04122845,0.9972197,-0.4893125,0.2987935,-0.01810424
0.5487304,1.131845,-9.835732,4.787557,1.018003,4.787557,-0.06376096,-0.0412049,0.9971142,-0.4890382,0.319035,-0.01808793
0.5490097,1.131848,-9.835831,4.786519,1.017628,4.786519,-0.06230543,-0.04136829,0.9971994,-0.4910011,0.3015043,-0.01817021
0.5492239,1.131846,-9.835889,4.786579,1.017093,4.786579,-0.06206903,-0.04154795,0.9972067,-0.4931015,0.2985281,-0.01825409
0.5494238,1.131908,-9.835802,4.786451,1.017814,4.786451,-0.06234735,-0.04131901,0.9971989,-0.4904029,0.3016702,-0.01816148
0.5495337,1.131802,-9.835759,4.786828,1.016184,4.786828,-0.06176764,-0.04187604,0.9972117,-0.4970401,0.2946951,-0.01841166
0.5494366,1.13168,-9.835834,4.788277,1.014369,4.788277,-0.06239693,-0.04245374,0.9971481,-0.5038714,0.3022724,-0.01866066
0.5492822,1.131747,-9.835872,4.787686,1.015677,4.787686,-0.06250672,-0.04201706,0.9971597,-0.4986982,0.303696,-0.01846401
0.5508696,1.168823,-9.874443,4.803595,6.046348,4.803595,-0.07025277,0.3005314,0.9511811,-0.2281981,0.4167949,-0.1485432
0.5535425,1.171374,-9.87979,4.756113,6.127115,4.756113,-0.04953916,0.3298504,0.9427325,0.1557198,0.1722315,-0.05207881
0.5542941,1.172985,-9.882025,4.751473,6.184777,4.751473,-0.04642017,0.3474094,0.9365639,0.3899508,0.1373553,-0.03162296
0.5534672,1.174063,-9.882539,4.76173,6.232158,4.76173,-0.05410323,0.3599398,0.9314055,0.5599179,0.2317529,-0.05703609
0.5529775,1.173847,-9.882168,4.76385,6.226663,4.76385,-0.05898045,0.3580025,0.931856,0.5348134,0.2899689,-0.07755066
0.5528716,1.172882,-9.881434,4.760766,6.196659,4.760766,-0.06120688,0.3496458,0.9348805,0.4229527,0.3151818,-0.09018733
0.5528131,1.172402,-9.880697,4.761283,6.179959,4.761283,-0.06310295,0.3447249,0.9365804,0.3574758,0.3370098,-0.09995715
0.5524184,1.172328,-9.880291,4.76577,6.180034,4.76577,-0.06746645,0.3441834,0.9364753,0.3513379,0.3892751,-0.1177591
0.5519867,1.17219,-9.879876,4.770327,6.174274,4.770327,-0.07135083,0.3418992,0.937024,0.3218207,0.4355738,-0.1344257
0.5516949,1.17191,-9.879894,4.77093,6.166652,4.77093,-0.07181051,0.3396152,0.9378192,0.2914772,0.4409148,-0.1373508
0.5520337,1.171585,-9.880054,4.768589,6.15672,4.768589,-0.06972832,0.3370054,0.9389171,0.256043,0.4153978,-0.1300838
0.5521685,1.171521,-9.87988,4.767285,6.152993,4.767285,-0.06843974,0.3360651,0.9393489,0.2430606,0.3997568,-0.1253095
0.5521923,1.171511,-9.879687,4.767376,6.150397,4.767376,-0.06835148,0.3352965,0.9396299,0.2327976,0.3985538,-0.1252851
